Time,Amplitude
0.0,0.0678343436475382
1.111729293774319e-07,0.0678499057401241
2.223458587548638e-07,0.06786357385112773
3.3351878813229573e-07,0.06787539715362241
4.446917175097276e-07,0.06788542482068143
5.558646468871596e-07,0.06789370602537809
6.670375762645915e-07,0.06790028994078569
7.782105056420233e-07,0.06790522573997754
8.893834350194552e-07,0.06790856259602693
1.0005563643968871e-06,0.06791034968200718
1.1117292937743191e-06,0.06791063617099158
1.222902223151751e-06,0.06790947123605343
1.334075152529183e-06,0.06790690405026605
1.4452480819066147e-06,0.0679029837867027
1.5564210112840467e-06,0.06789775961843673
1.6675939406614785e-06,0.06789128071854143
1.7787668700389105e-06,0.06788359626009009
1.8899397994163425e-06,0.06787475541615601
2.0011127287937743e-06,0.06786480735981251
2.112285658171206e-06,0.06785380126413287
2.2234585875486383e-06,0.06784178630219041
2.33463151692607e-06,0.06782881164705842
2.445804446303502e-06,0.06781492647181021
2.5569773756809336e-06,0.06780017994951908
2.668150305058366e-06,0.06778462125325833
2.7793232344357976e-06,0.06776829955610127
2.8904961638132294e-06,0.06775126403112118
3.0016690931906616e-06,0.0677335638513914
3.1128420225680934e-06,0.06771524818998519
3.224014951945525e-06,0.06769636621997588
3.335187881322957e-06,0.06767696711443676
3.446360810700389e-06,0.06765710004644114
3.557533740077821e-06,0.06763681418906231
3.6687066694552528e-06,0.06761615871537359
3.779879598832685e-06,0.06759518279844826
3.891052528210116e-06,0.06757393561135965
4.0022254575875485e-06,0.06755246632718102
4.113398386964981e-06,0.06753082411898573
4.224571316342412e-06,0.06750905815984702
4.335744245719844e-06,0.06748721762283824
4.4469171750972765e-06,0.06746535168103268
4.558090104474708e-06,0.06744350950750362
4.66926303385214e-06,0.06742174027532438
4.780435963229572e-06,0.06740009315756827
4.891608892607004e-06,0.06737861732730858
5.002781821984436e-06,0.06735736195761861
5.113954751361867e-06,0.06733637622157168
5.2251276807392995e-06,0.06731570929224107
5.336300610116732e-06,0.06729541034270008
5.447473539494163e-06,0.06727552854602203
5.558646468871595e-06,0.06725611307527062
5.6698193982490274e-06,0.06722531830009333
5.780992327626459e-06,0.06729052719430649
5.892165257003891e-06,0.06730346741981155
6.003338186381323e-06,0.06733042063894484
6.114511115758755e-06,0.06730396031412361
6.225684045136187e-06,0.06733416766331245
6.336856974513619e-06,0.06741355528859035
6.44802990389105e-06,0.06743053810012764
6.559202833268483e-06,0.06744378608387348
6.670375762645914e-06,0.06748706693992047
6.781548692023346e-06,0.0674726604327431
6.892721621400778e-06,0.06742527538943732
7.00389455077821e-06,0.06745911957985536
7.115067480155642e-06,0.06743016807319642
7.226240409533074e-06,0.06744642442941089
7.3374133389105055e-06,0.06736980912635086
7.448586268287938e-06,0.06735492838175607
7.55975919766537e-06,0.06724876741155468
7.670932127042801e-06,0.06723442026973711
7.782105056420233e-06,0.06712103253161622
7.893277985797666e-06,0.0670819565453726
8.004450915175097e-06,0.06706177803661174
8.115623844552528e-06,0.06698481305001508
8.226796773929961e-06,0.06692607374064764
8.337969703307393e-06,0.06688948602292219
8.449142632684824e-06,0.06680833685406876
8.560315562062257e-06,0.06679291972244203
