FuncType;InfNum;Name;Prio
134;5;LOGIK: Ausgang 35;1
134;6;LOGIK: Ausgang 35 (t);1
134;7;LOGIK: Ausgang 36;1
134;8;LOGIK: Ausgang 36 (t);1
134;9;LOGIK: Ausgang 37;1
134;10;LOGIK: Ausgang 37 (t);1
134;11;LOGIK: Ausgang 38;1
134;12;LOGIK: Ausgang 38 (t);1
134;13;LOGIK: Ausgang 39;1
134;14;LOGIK: Ausgang 39 (t);1
134;15;LOGIK: Ausgang 40;1
134;16;LOGIK: Ausgang 40 (t);1
134;17;LOGIK: Ausgang 41;1
134;18;LOGIK: Ausgang 41 (t);1
134;19;LOGIK: Ausgang 42;1
134;20;LOGIK: Ausgang 42 (t);1
134;21;LOGIK: Ausgang 43;1
134;22;LOGIK: Ausgang 43 (t);1
134;23;LOGIK: Ausgang 44;1
134;24;LOGIK: Ausgang 44 (t);1
134;25;LOGIK: Ausgang 45;1
134;26;LOGIK: Ausgang 45 (t);1
134;27;LOGIK: Ausgang 46;1
134;28;LOGIK: Ausgang 46 (t);1
134;29;LOGIK: Ausgang 47;1
134;30;LOGIK: Ausgang 47 (t);1
134;31;LOGIK: Ausgang 48;1
134;32;LOGIK: Ausgang 48 (t);1
134;33;LOGIK: Ausgang 49;1
134;34;LOGIK: Ausgang 49 (t);1
134;35;LOGIK: Ausgang 50;1
134;36;LOGIK: Ausgang 50 (t);1
134;37;LOGIK: Ausgang 51;1
134;38;LOGIK: Ausgang 51 (t);1
134;39;LOGIK: Ausgang 52;1
134;40;LOGIK: Ausgang 52 (t);1
134;41;LOGIK: Ausgang 53;1
134;42;LOGIK: Ausgang 53 (t);1
134;43;LOGIK: Ausgang 54;1
134;44;LOGIK: Ausgang 54 (t);1
134;45;LOGIK: Ausgang 55;1
134;46;LOGIK: Ausgang 55 (t);1
134;47;LOGIK: Ausgang 56;1
134;48;LOGIK: Ausgang 56 (t);1
134;49;LOGIK: Ausgang 57;1
134;50;LOGIK: Ausgang 57 (t);1
134;51;LOGIK: Ausgang 58;1
134;52;LOGIK: Ausgang 58 (t);1
134;53;LOGIK: Ausgang 59;1
134;54;LOGIK: Ausgang 59 (t);1
134;55;LOGIK: Ausgang 60;1
134;56;LOGIK: Ausgang 60 (t);1
134;57;LOGIK: Ausgang 61;1
134;58;LOGIK: Ausgang 61 (t);1
134;59;LOGIK: Ausgang 62;1
134;60;LOGIK: Ausgang 62 (t);1
134;61;LOGIK: Ausgang 63;1
134;62;LOGIK: Ausgang 63 (t);1
134;63;LOGIK: Ausgang 64;1
134;64;LOGIK: Ausgang 64 (t);1
134;152;LOGIK: Ausgang 65;1
134;153;LOGIK: Ausgang 65 (t);1
134;112;LOGIK: Ausgang 66;1
134;113;LOGIK: Ausgang 66 (t);1
134;114;LOGIK: Ausgang 67;1
134;115;LOGIK: Ausgang 67 (t);1
134;116;LOGIK: Ausgang 68;1
134;117;LOGIK: Ausgang 68 (t);1
134;118;LOGIK: Ausgang 69;1
134;119;LOGIK: Ausgang 69 (t);1
134;120;LOGIK: Ausgang 70;1
134;121;LOGIK: Ausgang 70 (t);1
134;122;LOGIK: Ausgang 71;1
134;123;LOGIK: Ausgang 71 (t);1
134;125;LOGIK: Ausgang 72;1
134;126;LOGIK: Ausgang 72 (t);1
134;127;LOGIK: Ausgang 73;1
134;128;LOGIK: Ausgang 73 (t);1
134;129;LOGIK: Ausgang 74;1
134;130;LOGIK: Ausgang 74 (t);1
134;131;LOGIK: Ausgang 75;1
134;132;LOGIK: Ausgang 75 (t);1
134;133;LOGIK: Ausgang 76;1
134;134;LOGIK: Ausgang 76 (t);1
134;135;LOGIK: Ausgang 77;1
134;136;LOGIK: Ausgang 77 (t);1
134;137;LOGIK: Ausgang 78;1
134;138;LOGIK: Ausgang 78 (t);1
134;139;LOGIK: Ausgang 79;1
134;140;LOGIK: Ausgang 79 (t);1
134;141;LOGIK: Ausgang 80;1
134;142;LOGIK: Ausgang 80 (t);1
134;143;LOGIK: Ausgang 81;1
134;144;LOGIK: Ausgang 81 (t);1
134;145;LOGIK: Ausgang 82;1
134;146;LOGIK: Ausgang 82 (t);1
134;147;LOGIK: Ausgang 83;1
134;148;LOGIK: Ausgang 83 (t);1
134;149;LOGIK: Ausgang 84;1
134;150;LOGIK: Ausgang 84 (t);1
134;151;LOGIK: Ausgang 85;1
134;169;LOGIK: Ausgang 85 (t);1
134;170;LOGIK: Ausgang 86;1
134;171;LOGIK: Ausgang 86 (t);1
134;172;LOGIK: Ausgang 87;1
134;173;LOGIK: Ausgang 87 (t);1
134;174;LOGIK: Ausgang 88;1
134;175;LOGIK: Ausgang 88 (t);1
134;176;LOGIK: Ausgang 89;1
134;177;LOGIK: Ausgang 89 (t);1
134;178;LOGIK: Ausgang 90;1
134;179;LOGIK: Ausgang 90 (t);1
134;180;LOGIK: Ausgang 91;1
134;181;LOGIK: Ausgang 91 (t);1
134;182;LOGIK: Ausgang 92;1
134;183;LOGIK: Ausgang 92 (t);1
134;184;LOGIK: Ausgang 93;1
134;185;LOGIK: Ausgang 93 (t);1
134;186;LOGIK: Ausgang 94;1
134;187;LOGIK: Ausgang 94 (t);1
134;188;LOGIK: Ausgang 95;1
134;189;LOGIK: Ausgang 95 (t);1
134;190;LOGIK: Ausgang 96;1
134;191;LOGIK: Ausgang 96 (t);1
134;192;LOGIK: Ausgang 97;1
134;193;LOGIK: Ausgang 97 (t);1
134;194;LOGIK: Ausgang 98;1
134;195;LOGIK: Ausgang 98 (t);1
134;196;LOGIK: Ausgang 99;1
134;197;LOGIK: Ausgang 99 (t);1
134;198;LOGIK: Ausgang100;1
134;199;LOGIK: Ausgang100 (t);1
134;200;LOGIK: Ausgang101;1
134;201;LOGIK: Ausgang101 (t);1
134;202;LOGIK: Ausgang102;1
134;203;LOGIK: Ausgang102 (t);1
134;204;LOGIK: Ausgang103;1
134;205;LOGIK: Ausgang103 (t);1
134;206;LOGIK: Ausgang104;1
134;207;LOGIK: Ausgang104 (t);1
134;208;LOGIK: Ausgang105;1
134;209;LOGIK: Ausgang105 (t);1
134;210;LOGIK: Ausgang106;1
134;211;LOGIK: Ausgang106 (t);1
134;212;LOGIK: Ausgang107;1
134;213;LOGIK: Ausgang107 (t);1
134;214;LOGIK: Ausgang108;1
134;215;LOGIK: Ausgang108 (t);1
134;216;LOGIK: Ausgang109;1
134;217;LOGIK: Ausgang109 (t);1
134;218;LOGIK: Ausgang110;1
134;219;LOGIK: Ausgang110 (t);1
134;220;LOGIK: Ausgang111;1
134;221;LOGIK: Ausgang111 (t);1
134;222;LOGIK: Ausgang112;1
134;223;LOGIK: Ausgang112 (t);1
134;224;LOGIK: Ausgang113;1
134;225;LOGIK: Ausgang113 (t);1
134;226;LOGIK: Ausgang114;1
134;227;LOGIK: Ausgang114 (t);1
134;228;LOGIK: Ausgang115;1
134;229;LOGIK: Ausgang115 (t);1
134;230;LOGIK: Ausgang116;1
134;231;LOGIK: Ausgang116 (t);1
134;232;LOGIK: Ausgang117;1
134;233;LOGIK: Ausgang117 (t);1
134;234;LOGIK: Ausgang118;1
134;235;LOGIK: Ausgang118 (t);1
134;236;LOGIK: Ausgang119;1
134;237;LOGIK: Ausgang119 (t);1
134;238;LOGIK: Ausgang120;1
134;239;LOGIK: Ausgang120 (t);1
134;240;LOGIK: Ausgang121;1
134;241;LOGIK: Ausgang121 (t);1
134;242;LOGIK: Ausgang122;1
134;243;LOGIK: Ausgang122 (t);1
134;244;LOGIK: Ausgang123;1
134;245;LOGIK: Ausgang123 (t);1
134;246;LOGIK: Ausgang124;1
134;247;LOGIK: Ausgang124 (t);1
134;248;LOGIK: Ausgang125;1
134;249;LOGIK: Ausgang125 (t);1
134;250;LOGIK: Ausgang126;1
134;251;LOGIK: Ausgang126 (t);1
134;252;LOGIK: Ausgang127;1
134;253;LOGIK: Ausgang127 (t);1
134;254;LOGIK: Ausgang128;1
134;255;LOGIK: Ausgang128 (t);1
134;77;f<>  : Anregung f5;1
134;78;f<>  : Anregung f5/df5;1
134;79;f<>  : Delta f5 angespr.;1
134;80;f<>  : Delta t5 abgelaufen;1
134;81;f<>  : Aus Meldung f5;1
134;71;GRUND: xMZ Generalanregung;1
134;72;GRUND: xMZ Anregung L1;1
134;73;GRUND: xMZ Anregung L2;1
134;74;GRUND: xMZ Anregung L3;1
134;75;GRUND: xMZ Anregung N;1
134;91;GRUND: xMZ Anregung Igegen;1
133;232;DIST : Anregung Zone 1.Ü;1
135;223;GRUND: Sammelmeldung 01;1
135;222;GRUND: Sammelmeldung 02;1
135;221;GRUND: Sammelmeldung 03;1
136;241;U<>  : Anregung UNE>3;1
135;243;GRUND: Gen. Aus Meldung 3;1
135;244;GRUND: Gen. Aus Meldung 4;1
