LECROYMAUI,0,Waveform
Segments,1,SegmentSize,250002
Segment,TrigTime,TimeSinceSegment1
#1,14-May-2025 13:04:15,0                 
Time,Ampl
4.28936776e-05,-0.0038
4.29016776e-05,-0.0026
4.29096776e-05,-0.003
4.29176776e-05,-0.0044
4.29256776e-05,-0.0032
4.29336776e-05,-0.0026
4.29416776e-05,-0.0026
4.29496776e-05,-0.004
4.29576776e-05,-0.0046
4.29656776e-05,-0.003
4.29736776e-05,-0.0024
4.29816776e-05,-0.0036
4.29896776e-05,-0.0028
4.29976776e-05,-0.001
4.30056776e-05,-0.003
4.30136776e-05,-0.0032
4.30216776e-05,-0.0036
4.30296776e-05,-0.0036
4.30376776e-05,-0.0036
4.30456776e-05,-0.004
4.30536776e-05,-0.005
4.30616776e-05,-0.004
4.30696776e-05,-0.0048
4.30776776e-05,-0.0034
4.30856776e-05,-0.0032
4.30936776e-05,-0.0042
4.31016776e-05,-0.0044
4.31096776e-05,-0.0032
4.31176776e-05,-0.0038
4.31256776e-05,-0.0024
4.31336776e-05,-0.0042
4.31416776e-05,-0.0032
4.31496776e-05,-0.003
4.31576776e-05,-0.0046
4.31656776e-05,-0.0056
4.31736776e-05,-0.0044
4.31816776e-05,-0.0034
4.31896776e-05,-0.003
4.31976776e-05,-0.0034
4.32056776e-05,-0.0028
4.32136776e-05,-0.0036
4.32216776e-05,-0.0032
4.32296776e-05,-0.0032
4.32376776e-05,-0.0024
4.32456776e-05,-0.0044
4.32536776e-05,-0.004
4.32616776e-05,-0.004
4.32696776e-05,-0.0028
4.32776776e-05,-0.004
4.32856776e-05,-0.0044
4.32936776e-05,-0.004
4.33016776e-05,-0.0032
4.33096776e-05,-0.0044
4.33176776e-05,-0.0032
4.33256776e-05,-0.0052
4.33336776e-05,-0.0042
4.33416776e-05,-0.0042
4.33496776e-05,-0.0042
4.33576776e-05,-0.004
4.33656776e-05,-0.0028
4.33736776e-05,-0.0034
4.33816776e-05,-0.0032
4.33896776e-05,-0.0044
4.33976776e-05,-0.0032
4.34056776e-05,-0.0038
4.34136776e-05,-0.0042
4.34216776e-05,-0.0034
4.34296776e-05,-0.003
4.34376776e-05,-0.0038
4.34456776e-05,-0.005
4.34536776e-05,-0.005
4.34616776e-05,-0.0052
4.34696776e-05,-0.004
4.34776776e-05,-0.0048
4.34856776e-05,-0.0036
4.34936776e-05,-0.0048
4.35016776e-05,-0.0042
4.35096776e-05,-0.004
4.35176776e-05,-0.0038
4.35256776e-05,-0.0044
4.35336776e-05,-0.003
4.35416776e-05,-0.0042
4.35496776e-05,-0.0038
4.35576776e-05,-0.003
4.35656776e-05,-0.0064
4.35736776e-05,-0.0048
4.35816776e-05,-0.0048
4.35896776e-05,-0.0042
4.35976776e-05,-0.005
4.36056776e-05,-0.0042
4.36136776e-05,-0.0052
4.36216776e-05,-0.0046
4.36296776e-05,-0.005
4.36376776e-05,-0.0052
4.36456776e-05,-0.005
4.36536776e-05,-0.0048
4.36616776e-05,-0.0034
4.36696776e-05,-0.005
4.36776776e-05,-0.0044
4.36856776e-05,-0.0036
4.36936776e-05,-0.004
4.37016776e-05,-0.0046
4.37096776e-05,-0.004
4.37176776e-05,-0.004
4.37256776e-05,-0.0028
4.37336776e-05,-0.0028
4.37416776e-05,-0.0028
4.37496776e-05,-0.0044
4.37576776e-05,-0.0042
4.37656776e-05,-0.0034
4.37736776e-05,-0.0038
4.37816776e-05,-0.0038
4.37896776e-05,-0.0028
4.37976776e-05,-0.0044
4.38056776e-05,-0.0034
4.38136776e-05,-0.0046
4.38216776e-05,-0.0044
4.38296776e-05,-0.004
4.38376776e-05,-0.0038
4.38456776e-05,-0.0036
4.38536776e-05,-0.0026
4.38616776e-05,-0.0046
4.38696776e-05,-0.005
4.38776776e-05,-0.0046
4.38856776e-05,-0.0036
4.38936776e-05,-0.004
4.39016776e-05,-0.0044
4.39096776e-05,-0.0036
4.39176776e-05,-0.0046
4.39256776e-05,-0.0038
4.39336776e-05,-0.0038
4.39416776e-05,-0.0038
4.39496776e-05,-0.0036
4.39576776e-05,-0.0034
4.39656776e-05,-0.0036
4.39736776e-05,-0.0054
4.39816776e-05,-0.0044
4.39896776e-05,-0.0042
4.39976776e-05,-0.0024
4.40056776e-05,-0.0042
4.40136776e-05,-0.0034
4.40216776e-05,-0.0036
4.40296776e-05,-0.004
4.40376776e-05,-0.0032
4.40456776e-05,-0.0038
4.40536776e-05,-0.0042
4.40616776e-05,-0.003
4.40696776e-05,-0.0034
4.40776776e-05,-0.0036
4.40856776e-05,-0.0042
4.40936776e-05,-0.003
4.41016776e-05,-0.0038
4.41096776e-05,-0.0034
4.41176776e-05,-0.0048
4.41256776e-05,-0.0038
4.41336776e-05,-0.0036
4.41416776e-05,-0.0044
4.41496776e-05,-0.0038
4.41576776e-05,-0.0036
4.41656776e-05,-0.0034
4.41736776e-05,-0.0024
4.41816776e-05,-0.0042
4.41896776e-05,-0.0038
4.41976776e-05,-0.0044
4.42056776e-05,-0.0048
4.42136776e-05,-0.005
4.42216776e-05,-0.0048
4.42296776e-05,-0.0038
4.42376776e-05,-0.004
4.42456776e-05,-0.0044
4.42536776e-05,-0.0044
4.42616776e-05,-0.0044
4.42696776e-05,-0.0032
4.42776776e-05,-0.0026
4.42856776e-05,-0.0042
4.42936776e-05,-0.0032
4.43016776e-05,-0.0052
4.43096776e-05,-0.0038
4.43176776e-05,-0.0042
4.43256776e-05,-0.004
4.43336776e-05,-0.0036
4.43416776e-05,-0.0036
4.43496776e-05,-0.002
4.43576776e-05,-0.0024
4.43656776e-05,-0.0034
4.43736776e-05,-0.0046
4.43816776e-05,-0.0028
4.43896776e-05,-0.0042
4.43976776e-05,-0.0038
4.44056776e-05,-0.0046
4.44136776e-05,-0.0042
4.44216776e-05,-0.005
4.44296776e-05,-0.0038
4.44376776e-05,-0.0038
4.44456776e-05,-0.0036
4.44536776e-05,-0.0042
4.44616776e-05,-0.0038
4.44696776e-05,-0.003
4.44776776e-05,-0.0038
4.44856776e-05,-0.0042
4.44936776e-05,-0.0036
4.45016776e-05,-0.0036
4.45096776e-05,-0.0052
4.45176776e-05,-0.0042
