0.638775	-0.0857415
0.6388	-0.140291
0.638825	-0.0826244
0.63885	-0.0818452
0.638875	-0.104444
0.6389	-0.075611
0.638925	-0.00391787
0.63895	-0.0288546
0.638975	-0.0459986
0.639	-0.0179448
0.639025	-0.0685975
0.63905	-0.166007
0.639075	-0.105223
0.6391	-0.0148277
0.639125	0.027253
0.63915	-0.0124899
0.639175	-0.0444401
0.6392	-0.0452193
0.639225	-0.0748317
0.63925	-0.0280753
0.639275	-0.0452193
0.6393	-0.00781424
0.639325	-0.0265168
0.63935	-0.0179448
0.639375	-0.0919757
0.6394	-0.113795
0.639425	-0.0771695
0.63945	-0.0553499
0.639475	-0.0615841
0.6395	-0.0350888
0.639525	-0.0950928
0.63955	-0.0834037
0.639575	-0.0826244
0.6396	-0.175358
0.639625	-0.101327
0.63965	-0.115354
0.639675	-0.00547642
0.6397	-0.0171655
0.639725	-0.0974306
0.63975	-0.0873001
0.639775	-0.0475572
0.6398	-0.0911965
0.639825	-0.0802866
0.63985	-0.0272961
0.639875	-0.0257375
0.6399	-0.0530121
0.639925	-0.0771695
0.63995	-0.0592463
0.639975	-0.041323
0.64	-0.0405437
0.640025	-0.0397644
0.64005	-0.0997685
0.640075	-0.0919757
0.6401	0.0054334
0.640125	0.0490727
0.64015	-0.0436608
0.640175	-0.168344
0.6402	-0.00781424
0.640225	0.00621268
0.64025	-0.0849623
0.640275	-0.0834037
0.6403	-0.00469715
0.640325	-0.058467
0.64035	-0.0210619
0.640375	0.0085505
0.6404	-0.0475572
0.640425	-0.0662597
0.64045	-0.0795074
0.640475	-0.0358681
0.6405	-0.0896379
0.640525	-0.0818452
0.64055	-0.0101521
0.640575	-0.0405437
0.6406	-0.0421023
0.640625	-0.0343095
0.64065	-0.0779488
0.640675	-0.0031386
0.6407	-0.0421023
0.640725	-0.0989892
0.64075	-0.041323
0.640775	-0.015607
0.6408	-0.105223
0.640825	-0.0537913
0.64085	-0.0623633
0.640875	-0.0561292
0.6409	-0.0537913
0.640925	-0.0304132
0.64095	-0.0530121
0.640975	-0.0623633
0.641	-0.106003
0.641025	-0.0748317
0.64105	-0.0265168
0.641075	-0.0795074
0.6411	-0.0483364
0.641125	-0.0483364
0.64115	-0.0873001
0.641175	-0.041323
0.6412	-0.165227
0.641225	-0.101327
0.64125	-0.0623633
0.641275	-0.0545706
0.6413	-0.0615841
0.641325	-0.0958721
0.64135	-0.0140484
0.641375	-0.00158005
0.6414	-0.0296339
0.641425	-0.0233997
0.64145	-0.0950928
0.641475	-0.0810659
0.6415	-0.0569084
0.641525	-0.0257375
0.64155	-0.0615841
0.641575	-0.0475572
0.6416	-0.0436608
0.641625	-0.0459986
0.64165	-0.084183
0.641675	-0.0787281
0.6417	-0.0545706
0.641725	-0.110678
0.64175	-0.0101521
0.641775	-0.0179448
0.6418	-0.0693768
0.641825	-0.0810659
0.64185	-0.0950928
0.641875	-0.0615841
0.6419	-0.0639219
0.641925	-0.0654804
0.64195	-0.109899
0.641975	-0.219777
0.642	-0.0904172
0.642025	-0.0701561
0.64205	-0.0311924
0.642075	-0.0265168
0.6421	0.0280323
0.642125	-0.0888586
0.64215	-0.101327
0.642175	-0.049895
0.6422	-0.0834037
0.642225	-0.0849623
0.64225	-0.0802866
0.642275	-0.124705
0.6423	-0.0623633
0.642325	0.0373836
0.64235	-0.0210619
0.642375	-0.0319717
0.6424	-0.00158005
0.642425	-0.0888586
0.64245	-0.0717146
0.642475	-0.00547642
0.6425	-0.0272961
0.642525	-0.0857415
0.64255	-0.0857415
0.642575	-0.00625569
0.6426	-0.041323
0.642625	-0.00703496
0.64265	-0.0031386
0.642675	-0.0257375
0.6427	-0.0171655
0.642725	-0.0467779
0.64275	-0.0304132
0.642775	-0.00703496
0.6428	-0.0506743
0.642825	-0.0935343
0.64285	-0.0654804
0.642875	-0.0732732
0.6429	-0.106003
0.642925	-0.0662597
0.64295	-0.0662597
0.642975	-0.112237
0.643	-0.058467
0.643025	-0.0296339
0.64305	-0.0506743
0.643075	-0.0732732
0.6431	-0.0171655
0.643125	-0.0740524
0.64315	-0.117692
0.643175	-0.00937278
0.6432	-0.0148277
0.643225	-0.0787281
0.64325	-0.0717146
0.643275	-0.0849623
0.6433	0.0147847
0.643325	-0.0171655
0.64335	-0.0132691
0.643375	-0.0335302
0.6434	-0.102886
0.643425	-0.0857415
0.64345	-0.0709354
0.643475	-0.0530121
0.6435	-0.0748317
0.643525	-0.00469715
0.64355	0.015564
0.643575	-0.00859351
0.6436	-0.0834037
0.643625	-0.067039
0.64365	-0.0257375
0.643675	-0.0358681
0.6437	-0.0249582
0.643725	-0.0717146
0.64375	-0.0974306
0.643775	-0.0849623
0.6438	-0.0950928
0.643825	-0.0304132
0.64385	-0.111458
0.643875	-0.0982099
0.6439	-0.0140484
0.643925	-0.0569084
0.64395	-0.0724939
0.643975	0.0054334
0.644	-0.0779488
0.644025	-0.100548
0.64405	-0.0569084
0.644075	-0.0763903
0.6441	-0.103665
0.644125	-0.067039
0.64415	0.00231631
0.644175	-0.0576877
0.6442	-0.015607
0.644225	-0.0343095
0.64425	-0.0888586
0.644275	-0.0982099
0.6443	-0.128602
0.644325	-0.0888586
0.64435	0.0085505
0.644375	-0.0202826
